id,domain,type,created_at,updated_at,user_id,is_active
286,.commbank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
287,.community,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
288,.company,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
289,.compare,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
290,.computer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
291,.comsec,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
292,.condos,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
293,.construction,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
294,.consulting,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
295,.contact,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
296,.contractors,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
297,.cooking,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
298,.cookingchannel,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
299,.cool,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
300,.coop,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
301,.corsica,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
302,.country,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
303,.coupon,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
304,.coupons,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
305,.courses,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
306,.cpa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
307,.cr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
308,.credit,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
309,.creditcard,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
310,.creditunion,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
311,.cricket,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
312,.crown,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
313,.crs,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
314,.cruise,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
315,.cruises,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
316,.csc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
317,.cu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
318,.cuisinella,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
319,.cv,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
320,.cw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
321,.cx,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
322,.cy,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
323,.cymru,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
324,.cyou,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
325,.cz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
326,.dabur,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
327,.dad,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
328,.dance,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
329,.data,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
330,.date,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
331,.dating,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
332,.datsun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
333,.day,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
334,.dclk,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
335,.dds,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
336,.de,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
337,.deal,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
338,.dealer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
339,.deals,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
340,.degree,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
341,.delivery,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
342,.dell,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
343,.deloitte,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
344,.delta,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
345,.democrat,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
346,.dental,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
347,.dentist,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
348,.desi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
349,.design,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
350,.dev,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
351,.dhl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
352,.diamonds,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
353,.diet,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
354,.digital,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
355,.direct,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
356,.directory,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
357,.discount,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
358,.discover,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
359,.dish,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
360,.diy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
361,.dj,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
362,.dk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
363,.dm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
364,.dnp,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
365,.do,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
366,.docs,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
367,.doctor,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
368,.dodge,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
369,.dog,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
370,.doha,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
371,.domains,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
372,.doosan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
373,.dot,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
374,.download,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
375,.drive,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
376,.dtv,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
377,.dubai,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
378,.duck,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
379,.dunlop,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
380,.duns,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
381,.dupont,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
382,.durban,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
383,.dvag,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
384,.dvr,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
385,.dz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
386,.earth,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
387,.eat,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
388,.ec,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
389,.eco,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
390,.edeka,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
391,.edu,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
392,.education,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
393,.ee,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
394,.eg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
395,.eh,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
396,.email,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
397,.emerck,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
398,.energy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
399,.engineer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
400,.engineering,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
401,.enterprises,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
402,.epost,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
403,.epson,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
404,.equipment,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
405,.er,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
406,.ericsson,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
407,.erni,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
408,.es,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
409,.esq,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
410,.estate,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
411,.esurance,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
412,.et,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
413,.etisalat,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
414,.eu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
415,.eurovision,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
416,.eus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
417,.events,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
418,.everbank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
419,.exchange,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
420,.expert,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
421,.exposed,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
422,.express,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
423,.extraspace,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
424,.fage,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
425,.fail,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
426,.fairwinds,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
427,.faith,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
428,.family,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
429,.fan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
430,.fans,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
431,.farm,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
432,.farmers,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
433,.fashion,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
434,.fast,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
435,.fedex,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
436,.feedback,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
437,.ferrari,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
438,.ferrero,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
439,.fi,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
440,.fiat,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
441,.fidelity,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
442,.fido,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
443,.film,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
444,.final,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
445,.finance,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
446,.financial,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
447,.fire,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
448,.firestone,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
449,.firmdale,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
450,.fish,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
451,.fishing,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
452,.fit,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
453,.fitness,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
454,.fj,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
455,.fk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
456,.flickr,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
457,.flights,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
458,.flir,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
459,.florist,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
460,.flowers,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
461,.flsmidth,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
462,.fly,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
463,.fm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
464,.fo,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
465,.foo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
466,.food,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
467,.foodnetwork,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
468,.football,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
469,.ford,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
470,.forex,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
471,.forsale,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
472,.forum,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
473,.foundation,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
474,.fox,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
475,.fr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
476,.free,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
477,.fresenius,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
478,.frl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
479,.frogans,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
480,.frontdoor,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
481,.frontier,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
482,.ftr,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
483,.fujitsu,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
484,.fujixerox,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
485,.fun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
486,.fund,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
487,.furniture,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
488,.futbol,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
489,.fyi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
490,.ga,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
491,.gal,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
492,.gallery,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
493,.gallo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
494,.gallup,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
495,.game,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
496,.games,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
497,.gap,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
498,.garden,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
499,.gay,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
500,.gb,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
501,.gbiz,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
502,.gd,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
503,.gdn,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
504,.ge,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
505,.gea,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
506,.gent,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
507,.genting,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
508,.george,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
509,.gf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
510,.gg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
511,.ggee,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
512,.gh,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
513,.gi,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
514,.gift,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
515,.gifts,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
516,.gives,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
517,.giving,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
518,.gl,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
519,.glade,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
520,.glass,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
521,.gle,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
522,.global,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
523,.globo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
524,.gm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
525,.gmail,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
526,.gmbh,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
527,.gmo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
528,.gmx,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
529,.gn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
530,.godaddy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
531,.gold,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
532,.goldpoint,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
533,.golf,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
534,.goo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
535,.goodhands,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
536,.goodyear,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
537,.goog,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
538,.google,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
539,.gop,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
540,.got,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
541,.gov,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
542,.gp,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
543,.gq,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
544,.gr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
545,.grainger,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
546,.graphics,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
547,.gratis,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
548,.green,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
549,.gripe,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
550,.grocery,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
551,.group,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
552,.gs,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
553,.gt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
554,.gu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
555,.guardian,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
556,.gucci,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
557,.guge,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
558,.guide,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
559,.guitars,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
560,.guru,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
561,.gw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
562,.gy,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
563,.hair,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
564,.hamburg,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
565,.hangout,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
566,.haus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
567,.hbo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
568,.hdfc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
569,.hdfcbank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
570,.health,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
