id,domain,type,created_at,updated_at,user_id,is_active
1141,.shaw,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1142,.shell,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1143,.shia,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1144,.shiksha,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1145,.shoes,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1146,.shop,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1147,.shopping,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1148,.shouji,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1149,.show,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1150,.showtime,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1151,.shriram,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1152,.si,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1153,.silk,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1154,.sina,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1155,.singles,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1156,.site,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1157,.sj,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1158,.sk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1159,.ski,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1160,.skin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1161,.sky,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1162,.skype,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1163,.sl,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1164,.sling,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1165,.sm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1166,.smart,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1167,.smile,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1168,.sn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1169,.sncf,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1170,.so,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1171,.soccer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1172,.social,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1173,.softbank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1174,.software,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1175,.sohu,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1176,.solar,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1177,.solutions,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1178,.song,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1179,.sony,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1180,.soy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1181,.spa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1182,.space,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1183,.spiegel,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1184,.sport,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1185,.spot,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1186,.spreadbetting,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1187,.sr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1188,.srl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1189,.srt,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1190,.ss,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1191,.st,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1192,.stada,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1193,.staples,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1194,.star,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1195,.starhub,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1196,.statebank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1197,.statefarm,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1198,.statoil,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1199,.stc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1200,.stcgroup,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1201,.stockholm,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1202,.storage,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1203,.store,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1204,.stream,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1205,.studio,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1206,.study,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1207,.style,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1208,.su,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1209,.sucks,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1210,.supplies,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1211,.supply,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1212,.support,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1213,.surf,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1214,.surgery,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1215,.suzuki,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1216,.sv,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1217,.swatch,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1218,.swiftcover,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1219,.swiss,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1220,.sx,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1221,.sy,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1222,.sydney,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1223,.symantec,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1224,.systems,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1225,.sz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1226,.tab,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1227,.taipei,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1228,.talk,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1229,.taobao,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1230,.target,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1231,.tatamotors,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1232,.tatar,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1233,.tattoo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1234,.tax,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1235,.taxi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1236,.tc,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1237,.tci,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1238,.td,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1239,.tdk,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1240,.team,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1241,.tech,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1242,.technology,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1243,.tel,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1244,.telecity,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1245,.telefonica,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1246,.temasek,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1247,.tennis,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1248,.teva,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1249,.tf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1250,.tg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1251,.th,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1252,.thd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1253,.theater,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1254,.theatre,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1255,.tiaa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1256,.tickets,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1257,.tienda,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1258,.tiffany,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1259,.tips,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1260,.tires,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1261,.tirol,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1262,.tj,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1263,.tjmaxx,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1264,.tjx,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1265,.tk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1266,.tkmaxx,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1267,.tl,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1268,.tm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1269,.tmall,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1270,.tn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1271,.to,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1272,.today,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1273,.tokyo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1274,.tools,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1275,.top,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1276,.toray,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1277,.toshiba,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1278,.total,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1279,.tours,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1280,.town,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1281,.toyota,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1282,.toys,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1283,.tp,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1284,.tr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1285,.trade,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1286,.trading,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1287,.training,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1288,.travel,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1289,.travelchannel,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1290,.travelers,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1291,.travelersinsurance,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1292,.trust,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1293,.trv,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1294,.tt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1295,.tube,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1296,.tui,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1297,.tunes,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1298,.tushu,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1299,.tv,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1300,.tvs,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1301,.tw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1302,.tz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1303,.ua,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1304,.ubank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1305,.ubs,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1306,.uconnect,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1307,.ug,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1308,.uk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1309,.um,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1310,.unicom,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1311,.university,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1312,.uno,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1313,.uol,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1314,.ups,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1315,.us,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1316,.uy,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1317,.uz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1318,.va,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1319,.vacations,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1320,.vana,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1321,.vanguard,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1322,.vc,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1323,.ve,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1324,.vegas,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1325,.ventures,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1326,.verisign,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1327,.versicherung,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1328,.vet,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1329,.vg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1330,.vi,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1331,.viajes,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1332,.video,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1333,.vig,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1334,.viking,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1335,.villas,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1336,.vin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1337,.vip,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1338,.virgin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1339,.visa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1340,.vision,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1341,.vista,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1342,.vistaprint,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1343,.viva,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1344,.vivo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1345,.vlaanderen,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1346,.vn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1347,.vodka,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1348,.volkswagen,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1349,.volvo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1350,.vote,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1351,.voting,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1352,.voto,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1353,.voyage,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1354,.vu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1355,.vuelos,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1356,.wales,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1357,.walmart,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1358,.walter,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1359,.wang,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1360,.wanggou,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1361,.warman,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1362,.watch,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1363,.watches,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1364,.weather,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1365,.weatherchannel,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1366,.webcam,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1367,.weber,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1368,.website,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1369,.wed,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1370,.wedding,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1371,.weibo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1372,.weir,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1373,.wf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1374,.whoswho,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1375,.wien,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1376,.wiki,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1377,.williamhill,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1378,.win,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1379,.windows,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1380,.wine,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1381,.winners,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1382,.wme,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1383,.wolterskluwer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1384,.woodside,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1385,.work,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1386,.works,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1387,.world,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1388,.wow,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1389,.ws,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1390,.wtc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1391,.wtf,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1392,.xbox,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1393,.xerox,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1394,.xfinity,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1395,.xihuan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1396,.xin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1397,.xperia,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1398,.xxx,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1399,.xyz,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1400,.yachts,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1401,.yahoo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1402,.yamaxun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1403,.yandex,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1404,.ye,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1405,.yodobashi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1406,.yoga,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1407,.yokohama,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1408,.you,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1409,.youtube,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1410,.yt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1411,.yun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1412,.za,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1413,.zappos,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1414,.zara,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1415,.zero,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1416,.zip,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1417,.zippo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1418,.zm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1419,.zone,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1420,.zuerich,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1421,.zw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1422,.localhost,local-environment,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
